name,price,link
Gabinete Gaming Antec Torque Mid Tower ATX Vidrio Templado Negro,649.99,https://click1.mercadolibre.com.ec/mclics/clicks/external/MEC/count?a=DkJNm5hhDMyF78qiYSO8xlmxfKQIm4xAryqX57Y0r8StGY4NbK0H0hyUlTIwAuV6YWjn1a6w2ocKMS7sbBeDvFba%2FcQBzZKnuvbDCC5PjnGN0vsthDIhEkmAB7GhYUnhVEpqm7vm5C18ctoAxGwwHaJMXF%2BPX2xRe0ppYP8u82hcNLqkA4azaZqsUPGGRyg5VVK8cYxjVsLmuH5jq%2FkNdfjpIxDcBu%2BUMyEKH8DSGNe%2FVg%2B7wNqAc%2F9Ksl8kyKmAvAmi9yyPk0uNjNj71KpNaHJDtBlhotRRSdSIoDhqbcH%2BsJ2277Xe45q%2B5AsdwE7llbiQYE8G1emUYV9hw0TqUXRAXRm%2BNddAoGnIT3iRUFFe4f%2FifjFkPBGSdw%2BCsRF7GjLmHRavM64BrywdGYZPMvSXaa9BHy0rwTlm14S4z%2FB4L8dFF5q4LBJDYrklaRSPlCXCxhHoCxtE%2F9LQ%2B8O0465J8u%2FqZzWbzuNNdoDxr1Vizm6uZG%2B9FlwRxBL1IjgEfzGW39Kp6a5cIm7XwjatLkR7URhpY8HhS%2BOflgzI4082zbfVAUWm2dUtqWi6hJniordVG%2BepV9XlUCJiRpuJ82QcaeUWG4qnuFr0rnHPdhWnwH1nTHvfwLpBHiGcReEp27yZ7EOsQw4XH2vKZBrc3ZvKtUjb0R8g0HAXAjuLiMzyh5Qxhkpe5jknXg6IysHMzBulSXBr1rXyQUBLX8nh0jL5DIzIWMzONZTTvkd2UMKy9g6SCTGPk0I8%2FflN4QQHYls1rvpsUOvkEKExY0pDwv8WAUrxHF9ql4GD2g2XrvZ6B6x3shqtGUJGHRxrrQ%2FReJBpWUy2o%2BVW%2FlOWwYBoH0Z78ZbcHC4P6TWAVutaM33GZ6365Jcq1aPH5Z0VTp%2FO5S7q%2FltuUwaA1MoradhsICz6WkVkO5nc1tyiWr%2BEE5t19oQQXMi%2FKJED%2B5nU#polycard_client=search-desktop&is_advertising=true&searchVariation=MEC25708960&backend_model=search-backend&search_layout=grid&position=1&type=pad&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC549978536&sid=search
Computador Gamer Pc Cpu Amd Ryzen 7 5700g Ssd 500g +16gb Ram 500 Gb 16 Gb Video Radeon,599.0,https://www.mercadolibre.com.ec/computador-gamer-pc-cpu-amd-ryzen-7-5700g-ssd-500g-16gb-ram/up/MECU2662677861#polycard_client=search-desktop&search_layout=grid&position=2&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC516927536&sid=search
Gabinete Gamer Corsair 4000d Frame Rs Argb 3x120mm Fans,129.99,https://www.mercadolibre.com.ec/gabinete-gamer-corsair-4000d-frame-rs-argb-3x120mm-fans/p/MEC46210168#polycard_client=search-desktop&search_layout=grid&position=3&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC650065546&sid=search
Portátil Msi Cyborg 15 A13ve-218 15.6 Core I7 Rtx 4050 Color Negro 16 GB 512 GB Intel Core i7-13620H,1231.0,https://www.mercadolibre.com.ec/portatil-msi-cyborg-15-a13ve-218-156-core-i7-rtx-4050-color-negro-16-gb-512-gb-intel-core-i7-13620h/p/MEC29026405#polycard_client=search-desktop&search_layout=grid&position=4&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC723008720&sid=search
Mini PC Apple Mac Mini M4 16gb Ram 256gb Ssd color plata,950.0,https://www.mercadolibre.com.ec/mini-pc-apple-mac-mini-m4-16gb-ram-256gb-ssd-color-plata/p/MEC63742647#polycard_client=search-desktop&search_layout=grid&position=5&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC757510514&sid=search
Computador Gamer Cpu Ryzen 5 8500g Video Radeon + 16gb + Ssd 500 Gb 16 Gb Radeon 740m,629.0,https://www.mercadolibre.com.ec/computador-gamer-cpu-ryzen-5-8500g-video-radeon--16gb--ssd/up/MECU3249180718#polycard_client=search-desktop&search_layout=grid&position=6&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC637390644&sid=search
Case Armaggeddon Tritron Pro 300 Wh Incluido X4 Argb Fans Color White,53.31,https://www.mercadolibre.com.ec/case-armaggeddon-tritron-pro-300-wh-incluido-x4-argb-fans-color-white/p/MEC59420637#polycard_client=search-desktop&search_layout=grid&position=7&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC688454518&sid=search
"Laptop Lenovo V15 G4 Iru Core I3-1315u, 8gb Ddr4, Ssd 256gb Gris",449.99,https://www.mercadolibre.com.ec/laptop-lenovo-v15-g4-iru-core-i3-1315u-8gb-ddr4-ssd-256gb-gris/p/MEC50224113#polycard_client=search-desktop&search_layout=grid&position=8&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC751413862&sid=search
Nuc Intel Asus Celeron Mini Pc Modelo N150 Original Garanti,209.99,https://www.mercadolibre.com.ec/nuc-intel-asus-celeron-mini-pc-modelo-n150-original-garanti/up/MECU2667581322#polycard_client=search-desktop&search_layout=grid&position=9&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC516328562&sid=search
Ltc Pc Gamer Ryzen 9 7900x3d X670e 32gb Ram 1tb Rtx 4070ti 32 Gb,3286.0,https://www.mercadolibre.com.ec/ltc-pc-gamer-ryzen-9-7900x3d-x670e-32gb-ram-1tb-rtx-4070ti/up/MECU2434230679#polycard_client=search-desktop&search_layout=grid&position=10&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC517292317&sid=search
Estuche Para Corsair CC-9011312-WW 4000d Rs Con Marco Modular color Negro,114.99,https://www.mercadolibre.com.ec/estuche-para-corsair-cc-9011312-ww-4000d-rs-con-marco-modular-color-negro/p/MEC49773112#polycard_client=search-desktop&search_layout=grid&position=11&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC649662592&sid=search
Computador Portatil Hp 15-ef2526la Ryzen 7 12gb 512gb 15p Color Plateado,800.0,https://www.mercadolibre.com.ec/computador-portatil-hp-15-ef2526la-ryzen-7-12gb-512gb-15p-color-plateado/p/MEC25638126#polycard_client=search-desktop&search_layout=grid&position=12&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC722072582&sid=search
Mac Mini Chip M4 De Apple 16gb Ram Y 256gb Ssd 2024,839.0,https://www.mercadolibre.com.ec/mac-mini-chip-m4-de-apple-16gb-ram-y-256gb-ssd-2024/up/MECU3000966356#polycard_client=search-desktop&search_layout=grid&position=13&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC598716420&sid=search
Mini Pc Beelink 256gb Ssd 8gb Ddr4 Ram 11th Gen Windows 8 Gb,368.0,https://www.mercadolibre.com.ec/mini-pc-beelink-256gb-ssd-8gb-ddr4-ram-11th-gen-windows/up/MECU2438587872#polycard_client=search-desktop&search_layout=grid&position=14&type=product&tracking_id=edb46f56-58cc-455f-ae57-cf92c21225de&wid=MEC533572942&sid=search
